GENES,F20,F18,F22,E18,E19,F24,E22,E24,F23,F19,E23
ENSG00000248527,4.057354517108631,4.237475539187384,4.278265486251196,4.41568140561438,4.33240572295516,4.404910488693326,4.369027748697508,4.33838285727963,4.368384947819293,4.335946633083093,4.274171474519096
ENSG00000080824,3.9326940803420443,4.045521144779108,4.0163746380157965,4.1403340170136405,4.233290656265071,3.972816229739237,4.103185424398701,4.141870509557288,4.159807599736687,4.0857361707631386,4.208751489139372
ENSG00000026025,3.1754243532599418,2.72465595944146,2.659739783593221,2.9513110441256023,2.789008843104237,2.927053355732266,2.7215097261622607,2.6448814530778506,2.7425627890534443,2.563332783431971,2.809012781138686
ENSG00000111640,4.24579053535468,4.179698888667601,4.201676415451958,4.191067836514955,4.336329743356748,4.221793423423745,4.259964934761411,4.2428600447078635,4.29910184217177,4.143276764220806,4.232610064017776
ENSG00000120708,3.678218384899243,3.778571564201113,3.571240549370207,3.806440533542348,3.913763483332513,3.663457418096743,3.559575053286004,3.596384358212571,3.68782984274949,3.7838140184831786,3.6299190913447785
ENSG00000166710,3.278783010268672,3.1176257725304803,3.103155660693246,3.3548871976985,3.10239245311238,2.9732900429207985,3.2138054235586035,3.1010624099602917,2.899658984471011,2.9240310251436865,3.0357592019142183
ENSG00000197956,3.7664164085088867,3.6066884884927313,3.7582094569442046,3.912881036928472,3.8834288978507345,3.7292248837388122,3.7108855417670368,3.730473730945698,3.7748213207125634,3.823084548686665,3.712557338794194
ENSG00000123416,3.9224289783949655,3.9750780896257853,3.818373814154186,4.0616168915251425,3.9885793397632794,3.760554654659876,3.8928262928634494,3.8671027527096182,3.8959407295652313,4.055674684424377,4.0910156567583496
ENSG00000065978,4.416950856522886,4.2802130160894265,4.181576165451238,4.293562099595423,4.19343433538802,4.215289902269514,4.2852497622621035,4.2088778273950265,4.321272858003732,4.239177298108107,4.2831773720708615
ENSG00000231500,4.066329763660695,4.0302903674562796,3.9546301396536547,3.9761698495849616,4.04778701316048,4.029390846855462,4.072773940984941,3.914606368771581,3.9795751970795914,3.9461266999383318,4.080091254560886
ENSG00000137154,4.207739493227908,4.27421835495065,4.3831608443319645,4.186560571298217,4.267432257966073,4.090355881054787,4.189235699347323,4.204547689716319,4.25791153532882,4.208221191226111,4.223134831789554
ENSG00000137818,3.637900259158583,3.8172927230925118,3.660578301481088,3.7659940521989417,3.8393525370881134,3.6170794994806896,3.940938772262244,3.9029403407194745,3.6627299924290417,3.925484470569667,3.8106913543006486
ENSG00000167996,3.5958880403904034,3.4820184514408634,3.51353733909788,3.4814357845894266,3.62476785968911,3.5173250302026733,3.6016655846528587,3.513307647019043,3.3807615188194116,3.4768241405506033,3.638497077038609
ENSG00000138326,3.9120574102994623,3.908003884119615,3.928823787599681,3.7728497614516874,3.62476785968911,3.858419384178797,3.6959942428280415,3.7374211028846913,3.8192635662176766,3.6827505390443562,3.7437907975016658
ENSG00000135480,4.151911771111415,3.9669357565280934,4.0745274459202525,4.040929822702816,4.063344184644511,3.9039797883398473,4.161366982569162,4.151068518296904,3.9289407298409023,4.079795734506327,4.029398504923774
ENSG00000134333,3.678218384899243,3.9251989059213863,4.107862162097879,3.786421768665114,3.584059216171992,3.7707835206682847,3.754273440505064,3.7164324906801776,3.759557216137181,3.9663514312399712,3.7437907975016658
ENSG00000146648,4.075225171205679,3.916638353162043,3.8888209071504583,4.1355916239203045,4.042547037012213,3.9974554215728086,3.9641539109051847,3.9980158595000117,4.015936471114369,4.154397980410754,4.123090555868756
ENSG00000171858,3.8362785934444914,3.788393320777665,3.533144041925228,3.75909101756112,3.9718042694470985,3.7292248837388122,3.9291259207546196,3.891136608415009,3.8264823078846897,4.024681422215601,3.8249693360042833
ENSG00000182718,3.7542830319625926,3.778571564201113,3.832865855286856,3.888836273054512,3.7088889371377856,3.760554654659876,3.6341072358699305,3.8486905359846015,3.8959407295652313,3.791792468044346,3.9131152551748714
ENSG00000172757,3.7295654856826346,3.9911665221268064,3.8471508737726166,3.8827336473255474,3.8956733740557525,3.86769903920072,3.842281484557539,3.897055890478177,3.9354120338481935,3.7175856462056114,3.817855827531206
ENSG00000105974,3.9428548797408567,3.8361051926123846,3.7887440360578175,3.857943762790749,3.925644270101395,3.989309626250324,3.816017591408337,3.7021912828618455,3.9354120338481935,3.79970776547188,3.95754495078546
ENSG00000125148,3.4075940196578327,3.546295040343685,3.7105848866193183,3.5434770054876137,3.5063274008385226,3.5432119532160247,3.542229933586476,3.5639770889997386,3.7672183922532003,3.5603465958361915,3.6212668867042903
ENSG00000142937,3.9326940803420443,3.933686797199659,3.9921323782278506,3.953616453579601,3.966149457131288,4.067927281307268,3.9698744524962586,3.873165585675808,4.015936471114369,3.979610857406786,3.93239875995133
ENSG00000070756,3.7664164085088867,3.863676515493053,3.7887440360578175,3.9009309220843504,3.8263940361904534,3.69688172344666,3.7182488518706345,3.8043626226998466,3.6015910104808024,3.9461266999383318,3.6965670014295173
ENSG00000067225,3.8249685969884912,3.6066884884927313,3.7267130718900248,3.7380913126234887,3.663883929742013,3.449514764091516,3.688464602730949,3.6200186894520257,3.696058384622263,3.742938052691148,3.558510028619416
ENSG00000156482,3.536976719273572,3.6298603078170197,3.2928884657656745,3.4250109676815272,3.3719501142468733,3.3615632815534764,3.4115801695756227,3.2240069735708663,3.3694656523506383,3.1885549946972427,3.53983154740408
ENSG00000069275,3.7042214646876648,3.778571564201113,3.6257949686235182,3.687305870943368,3.6715268311859313,3.421048520603738,3.7471715969238497,3.784746445377996,3.7440565023808507,3.8153528483195336,3.5858894472063167
ENSG00000133112,3.7542830319625926,3.6746528050617004,3.7267130718900248,3.5605183604560904,3.450932543705624,3.750220076707097,3.649941738597009,3.5557084721289165,3.5364692278499628,3.823084548686665,3.7204576344313347
ENSG00000140988,3.778404329334714,3.546295040343685,3.571240549370207,3.625920155367429,3.632714437214207,3.685863955096042,3.7034676108894433,3.6200186894520257,3.6015910104808024,3.5298372957899504,3.612539167576667
ENSG00000135446,3.9326940803420443,3.826743195826292,4.150647331721949,3.8827336473255474,4.052999675022748,4.021502093587322,4.019937990380887,3.9764446922167935,4.06811347877776,3.904407142383097,3.95754495078546
ENSG00000197756,3.581482367915612,3.5708918069231728,3.7735932870389135,3.6798355901934423,3.7449052470010256,3.6747234418961767,3.6260949567195127,3.817229509469073,3.5170565891822796,3.67384879668748,3.7282960043095614
ENSG00000074800,3.7042214646876648,3.663641369754456,3.607938818056691,3.8195671478821676,3.592334600410996,3.5684456187142604,3.542229933586476,3.6506865564245343,3.789855931034902,3.7175856462056114,3.558510028619416
ENSG00000106211,3.581482367915612,3.4551045770369906,3.041606484772037,3.472249980675816,3.567300124066381,3.4353829298051526,3.2727784465787058,3.5473709147947976,3.3694656523506383,3.4208424871899514,3.430354700322908
ENSG00000071082,3.778404329334714,3.7586338251874345,3.832865855286856,3.687305870943368,3.858480771872282,3.7077794222746654,3.795856851150022,3.6200186894520257,3.70421976981937,3.570312962391716,3.7204576344313347
ENSG00000148303,3.7295654856826346,3.641247929224493,3.533144041925228,3.641623453139475,3.5329150482686837,3.5303522559683933,3.6260949567195127,3.5557084721289165,3.5555121811575434,3.5996296000848726,3.6212668867042903
ENSG00000146731,3.778404329334714,4.045521144779108,4.040043093521089,3.930542642201088,3.8647763964459454,3.739777578976961,3.8292357595152775,3.817229509469073,3.960886429405975,3.9324126663429873,3.781508859428088
ENSG00000083845,3.50616632819951,3.5337659973824653,3.1325655663385645,3.3124919819162697,3.4023042217470345,3.3461221547912308,3.3914403475289516,3.4507537012657674,3.2488797535831635,3.4983678068427233,3.3982932054399018
ENSG00000255823,3.2982319520185785,3.191302750575157,3.7267130718900248,3.4441751770362368,3.479013497013754,3.5432119532160247,3.6959942428280415,3.4958307800648254,3.68782984274949,3.4208424871899514,3.4408174326445105
ENSG00000164587,3.536976719273572,3.6746528050617004,3.6775265383436335,3.5689313579406488,3.422040211304988,3.5303522559683933,3.4015609592494367,3.588380467233653,3.4668093549689423,3.3492455817244635,3.3424615549413086
ENSG00000019582,1.1266098683346484,1.1503402211255709,1.46398253676918,1.6971643667905076,1.7028688275942758,1.16597993121885,1.1363507512358095,1.0095029856856306,1.1972714076684876,0.5333581379636471,0.9648240648746302
ENSG00000163191,3.4580942450276715,3.468652056085713,3.2159365099761072,3.3124919819162697,3.3719501142468733,3.5041258533158515,3.2138054235586035,3.4131693851475857,3.28660636385742,3.2853981606873472,3.4614201090903616
ENSG00000181019,2.6035099057532824,2.2197703657889907,2.2659387583514485,2.0200969749905093,1.9439413074674303,1.689751109143946,2.034487765763934,2.0008764064512543,2.151007941877523,1.7192257759980352,2.5152969293346747
ENSG00000125691,3.69130444243216,3.717524657640269,3.694192313060297,3.617975055240792,3.8647763964459454,3.7077794222746654,3.6016655846528587,3.6277742795558368,3.619444020921693,3.5603465958361915,3.7282960043095614
ENSG00000182899,3.4903976822288083,3.3990011558651987,3.58975801963315,3.625920155367429,3.4317640362326447,3.6288771810124265,3.649941738597009,3.4507537012657674,3.6105573564198763,3.5089680547139888,3.558510028619416
ENSG00000096384,3.7295654856826346,3.727961466231264,3.387065472472336,3.4629790148839787,3.701527356200745,3.4353829298051526,3.4115801695756227,3.459933138935801,3.4139031408511724,3.4436125819222307,3.481606869821685
ENSG00000142676,3.6240913753489816,3.6963184632261408,3.6257949686235182,3.617975055240792,3.8956733740557525,3.4065056442401165,3.649941738597009,3.665674857835055,3.6105573564198763,3.5801809798619217,3.511142912902674
ENSG00000122406,3.801957467557357,3.798119547957965,3.7267130718900248,3.7020810731701057,3.8647763964459454,3.739777578976961,3.7182488518706345,3.6122024797231664,3.7440565023808507,3.823084548686665,3.788884709923178
ENSG00000198744,3.536976719273572,3.3844693113733477,3.473131556662741,3.6798355901934423,3.6005420643478674,3.685863955096042,3.5156347668522416,3.6277742795558368,3.6282524077344913,3.767663574940144,3.6470021062698175
ENSG00000167553,3.7295654856826346,3.7686523830509127,3.6433378624594916,3.7238424444043416,3.737805011976367,3.739777578976961,3.6341072358699305,3.817229509469073,3.6711668034653484,3.6281111950752174,3.3651696250653904
ENSG00000247627,3.6240913753489816,3.6066884884927313,3.51353733909788,3.9009309220843504,3.765908392331971,3.739777578976961,3.740018956191936,3.7443205416648437,3.8478310407163914,3.79970776547188,3.8249693360042833
ENSG00000109475,3.6240913753489816,3.6963184632261408,3.58975801963315,3.633802628131862,3.694111180235709,3.750220076707097,3.5681360824146777,3.658208788014345,3.4668093549689423,3.6466580131390662,3.603734604200776
ENSG00000196230,3.4247123613364256,3.468652056085713,3.16113518340774,3.4629790148839787,3.3511897751240625,3.298314493457464,3.370886561611806,3.343793376493151,3.3694656523506383,3.4436125819222307,3.530359824301044
ENSG00000196262,3.3173098376099186,3.259921943519341,3.2422506325320066,3.3754293088728846,3.2749341626300765,3.1394282097452875,3.3284664791049767,3.2123708036038834,3.445981538560201,3.2853981606873472,3.233365877996701
ENSG00000234745,1.8266356568565487,2.0119389960671117,1.943286174321888,2.2942398221715004,1.7028688275942758,1.8408287081892385,1.9941745167476823,2.076555757340844,1.4589704497012017,1.8926867501349072,2.5412197561846956
ENSG00000142871,3.8802812352669007,3.826743195826292,3.6257949686235182,3.7380913126234887,3.75895624358652,3.7077794222746654,3.782186948565181,3.897055890478177,3.759557216137181,3.9114823949621673,3.8801259899202503
ENSG00000249072,3.2982319520185785,3.259921943519341,3.8751229259797504,3.5689313579406488,3.663883929742013,3.463449669373964,3.4696746393638365,3.784746445377996,3.5268100140939773,3.4983678068427233,3.520797529102052
ENSG00000108298,3.35440724914545,3.441371040302373,3.51353733909788,3.508497520206532,3.5588140623298345,3.5684456187142604,3.6260949567195127,3.4958307800648254,3.49725962693162,3.6648671010574736,3.6470021062698175
ENSG00000087460,3.1754243532599418,3.3241333813478686,3.2928884657656745,3.2099717186153374,3.115754311962855,3.0174830441749068,3.176676627062117,3.1268903252722366,3.051135026631993,3.3114283165717686,3.066493878568555
ENSG00000154978,3.8585219238931128,3.717524657640269,4.004326967218013,3.7309922570799134,3.90173984457484,3.895032255681397,3.7034676108894433,3.7443205416648437,3.4668093549689423,3.767663574940144,3.7590491608511134
ENSG00000213741,3.536976719273572,3.4551045770369906,3.4310241502877807,3.323260475153203,3.412220904396315,3.5432119532160247,3.317574204953684,3.2355092990309435,3.4029775212117954,3.4768241405506033,3.2586586466681475
ENSG00000034510,3.4075940196578327,3.3241333813478686,3.317277182323489,3.301606264762686,3.308329592428281,3.176981858978544,3.1381159481405287,3.4035483665237973,3.477062815851884,3.432292342807808,3.3873734675906846
ENSG00000136810,3.336030560756962,3.1733861331727025,3.103155660693246,3.1481201014912794,2.9579269007463145,3.1394282097452875,2.9354312334490333,3.005019229063561,3.1826557359114025,3.0650142434610053,3.0200302159305794
ENSG00000167658,3.278783010268672,3.0983259662941856,3.341085223223488,3.054549504457584,3.1548009296526702,3.0803133042792856,2.9670248962424384,3.1140597504498424,3.0818930076693496,2.9049239769000628,2.9374453677370336
ENSG00000072110,3.2589482918339705,3.5708918069231728,3.2678900386788565,3.4054723035936125,2.942262665423057,2.995630651354313,2.902806755359891,3.312521252148062,2.8044013211464702,2.9792547324682395,3.1108941856294763
ENSG00000170315,3.35440724914545,3.4274462640945513,3.5523737026628885,3.1856881898011564,3.308329592428281,3.3145056656739555,3.124924728344384,3.2123708036038834,3.2488797535831635,3.217194533488922,3.1108941856294763
ENSG00000244052,3.7042214646876648,3.6298603078170197,3.4522994663129807,3.472249980675816,3.584059216171992,3.3145056656739555,3.5766244420095377,3.588380467233653,3.6105573564198763,3.570312962391716,3.6212668867042903
ENSG00000008988,3.1534059069360643,3.2925429625096343,3.2159365099761072,3.3124919819162697,3.10239245311238,3.195242737378209,3.0562249865807183,3.2581244901428543,3.334791681399399,3.1131480423179405,3.3424615549413086
ENSG00000143947,3.372452319731047,3.4551045770369906,3.4522994663129807,3.472249980675816,3.592334600410996,3.4771930587704616,3.421499990308309,3.4958307800648254,3.5072070972212597,3.5089680547139888,3.501394175648456
ENSG00000214182,3.336030560756962,3.3395620719248647,3.341085223223488,3.3754293088728846,3.4882012758342054,3.298314493457464,3.5681360824146777,3.333477615202958,3.3580407300977555,3.4436125819222307,3.3873734675906846
ENSG00000112306,3.4247123613364256,3.4551045770369906,3.571240549370207,3.4054723035936125,3.469740519522209,3.421048520603738,3.2258815378103196,3.4958307800648254,3.564899374147163,3.519457114916956,3.3424615549413086
ENSG00000145592,3.35440724914545,3.276365463477118,3.341085223223488,3.323260475153203,3.2635498341249214,3.3615632815534764,3.4115801695756227,3.44148922026717,3.4247106802637965,3.3492455817244635,3.3538800456745883
ENSG00000244398,3.7042214646876648,3.558669046842891,3.4310241502877807,3.4250109676815272,3.469740519522209,3.6405372986131295,3.50661017602958,3.4690290803971795,3.4668093549689423,3.258672285781302,3.53983154740408
ENSG00000174748,3.2387121824417537,3.3084629110623456,3.4935385124059306,3.26821953249389,3.308329592428281,3.1394282097452875,3.34990143642046,3.343793376493151,3.3580407300977555,3.2450366343658597,3.2954373223452595
ENSG00000198363,3.4415425904847914,3.4551045770369906,3.4935385124059306,3.2794727514757236,3.4023042217470345,3.158381308575481,3.0980084994333645,3.2123708036038834,3.0969243523687617,3.4983678068427233,3.430354700322908
ENSG00000136942,3.4903976822288083,3.3990011558651987,3.607938818056691,3.2218958705648566,3.180009912578878,3.3917481475888795,3.4115801695756227,3.44148922026717,3.196256040199588,3.5996296000848726,3.4915494641206313
ENSG00000204628,3.3173098376099186,3.2925429625096343,3.317277182323489,3.2794727514757236,3.192380031103144,3.195242737378209,3.2841669109641747,3.246880824083189,3.3580407300977555,3.3367980577949767,3.376333171390005
ENSG00000256618,3.107858931243811,2.951667926309592,3.40928633760387,3.4814357845894266,3.584059216171992,3.2481060013587464,3.559575053286004,3.312521252148062,3.5741992666162847,3.097359478792524,3.3873734675906846
ENSG00000224631,3.336030560756962,3.468652056085713,3.4935385124059306,3.4250109676815272,3.4973054073250998,3.4065056442401165,3.421499990308309,3.3641110403750822,3.5072070972212597,3.4208424871899514,3.501394175648456
ENSG00000143933,3.372452319731047,3.369723174486745,3.2422506325320066,3.1856881898011564,3.3719501142468733,3.298314493457464,3.176676627062117,3.312521252148062,3.1548873191715963,3.217194533488922,3.451171828713643
ENSG00000225972,3.372452319731047,3.2925429625096343,3.4522994663129807,3.508497520206532,3.460380748456493,3.4065056442401165,3.4410492160855446,3.5389632577283483,3.3919312125922216,3.519457114916956,3.5492143980853617
ENSG00000134419,3.278783010268672,3.1733861331727025,3.16113518340774,3.1352770853604484,3.0888496342996827,3.0388681040673666,3.0842737366048203,3.005019229063561,3.0666322691641046,3.081317632207388,3.1108941856294763
ENSG00000130255,3.218058100224769,3.276365463477118,3.072854535637623,3.122266977882844,3.0327661984684884,3.0803133042792856,3.1639875668184207,3.01931746278374,3.0666322691641046,3.1286911967436826,3.0815140923997784
ENSG00000185650,3.4075940196578327,3.4274462640945513,3.387065472472336,3.1979036636186624,3.10239245311238,2.7459774913169404,3.4015609592494367,3.323054328815072,3.0031480051672945,3.159070988135442,3.1394356688230207
ENSG00000125968,2.6035099057532824,2.6663569225350594,2.5621232530421887,1.9379638552814693,2.2386569811488606,2.717209621519688,2.1105437308877364,1.918997297292776,1.9841557103525669,2.0404600276228955,2.56648753502476
ENSG00000228236,3.1754243532599418,3.1733861331727025,2.83033174590855,2.8534564738119985,2.732219489868553,2.995630651354313,2.7604941030179084,2.7242253507570835,2.935358639584429,2.737302583119265,2.9545169794721606
ENSG00000187514,2.983994467998088,3.2262008058153255,3.2678900386788565,3.3124919819162697,3.286190345681248,3.3767696010149355,3.3284664791049767,3.312521252148062,3.126325740183723,3.1739216508110317,3.2204754803485955
ENSG00000244313,3.35440724914545,3.4133248470930293,3.341085223223488,3.3339142422741235,3.2749341626300765,3.0803133042792856,3.0842737366048203,3.323054328815072,3.1826557359114025,3.0484406427753967,3.2833274407937187
ENSG00000177600,3.0353954882059933,3.3084629110623456,3.40928633760387,3.0261241264936527,3.167484855614993,3.100409070506912,3.3914403475289516,3.2240069735708663,3.3229612699875357,3.3492455817244635,3.194185226439923
ENSG00000172809,3.4247123613364256,3.243203507324315,3.2422506325320066,3.2336795109506355,3.192380031103144,3.2481060013587464,3.1511354227277844,3.2240069735708663,3.2096738553438056,3.432292342807808,3.1807762814228493
ENSG00000233762,3.0601380185832467,2.806188290740361,2.905826181267292,2.836174260750944,2.942262665423057,2.950438904431433,3.0562249865807183,2.9456897629806336,2.917668111740643,2.96118357354665,3.1252667508030485
ENSG00000166913,3.5668661350832878,3.2262008058153255,3.2928884657656745,3.434638980021397,3.4317640362326447,3.4771930587704616,3.497503399714092,3.323054328815072,3.1688679100659587,3.2853981606873472,3.4197813407505078
ENSG00000132507,3.5958880403904034,3.6298603078170197,3.4522994663129807,3.4995580661936585,3.3922882126924128,3.265123807232696,3.4115801695756227,3.4780430309319543,3.3580407300977555,3.432292342807808,3.194185226439923
ENSG00000122566,3.107858931243811,3.243203507324315,3.2678900386788565,3.2906007434205766,2.9263491519010416,3.230793568631982,3.0980084994333645,3.0473148513661403,3.0194008881689447,3.159070988135442,2.9545169794721606
ENSG00000198034,3.4580942450276715,3.191302750575157,3.16113518340774,3.2336795109506355,3.2973212360843536,3.2131761273866397,3.3065619814459613,3.312521252148062,3.2488797535831635,3.5089680547139888,3.3873734675906846
ENSG00000102144,3.6515210520733214,3.3241333813478686,3.4522994663129807,3.4441751770362368,3.308329592428281,3.2481060013587464,3.317574204953684,3.3741171374742818,3.4668093549689423,3.4983678068427233,3.3538800456745883
ENSG00000144381,3.372452319731047,3.3395620719248647,3.009350409769369,3.4814357845894266,3.286190345681248,3.176981858978544,2.9513528295979907,3.1268903252722366,3.28660636385742,3.2853981606873472,3.330911174850455
ENSG00000105193,3.3901775291362157,3.243203507324315,3.2678900386788565,3.1608002638819226,3.286190345681248,3.2131761273866397,3.3065619814459613,3.2005976375112315,3.196256040199588,3.159070988135442,3.0200302159305794
ENSG00000115053,3.196968414084671,3.1733861331727025,3.009350409769369,3.4152893548028183,3.450932543705624,3.230793568631982,3.317574204953684,3.3641110403750822,3.298872106892584,3.3736852334332394,3.1394356688230207
ENSG00000197747,3.0842831085952045,3.0983259662941856,3.2159365099761072,2.9356525484333162,3.115754311962855,3.120108939707846,2.834179907093982,2.8152967825960467,2.986626595620599,3.1286911967436826,3.233365877996701
ENSG00000115268,2.929807537759658,3.136560138052624,2.941538395615248,2.9667281266411933,2.8427457367611098,3.0388681040673666,2.8860865021353748,2.665315389298337,2.881319571284929,2.8854447261282035,3.1252667508030485
ENSG00000143321,2.7799088644524943,3.136560138052624,2.9760191012490176,3.0404378123394995,2.942262665423057,2.657065353270214,2.6168316462236088,2.7431152567738235,2.9527416450062773,2.8034959629084995,2.847421287247678
ENSG00000127184,3.3901775291362157,3.521077983646119,3.2928884657656745,3.2568382359224763,3.2749341626300765,3.230793568631982,2.902806755359891,3.1520679205457416,3.126325740183723,3.2984979323654424,2.971302036390089
ENSG00000117525,3.6515210520733214,3.468652056085713,3.2422506325320066,3.4152893548028183,3.469740519522209,3.421048520603738,3.5509400996120037,3.4035483665237973,3.4668093549689423,3.5298372957899504,3.501394175648456
ENSG00000169567,3.0842831085952045,2.72465595944146,2.7903337728849547,2.6232822822664517,2.8600349418162354,2.80114350413161,2.4999010008205125,2.930290605281077,2.5301468796845668,2.641623479726876,2.6386720581217435
ENSG00000237550,3.336030560756962,3.259921943519341,3.103155660693246,2.996867047359708,3.180009912578878,2.903107800963989,3.1115571715776253,3.333477615202958,3.298872106892584,3.1131480423179405,3.2833274407937187
ENSG00000108107,3.0100251998614382,3.136560138052624,2.83033174590855,2.706034935182694,3.0751208866645143,2.9732900429207985,2.8860865021353748,2.8325564745289613,3.111733097585172,2.9792547324682395,2.9200772468595333
ENSG00000110700,2.957267985910577,3.0380856566550207,2.941538395615248,3.0261241264936527,3.0034991002628986,2.9732900429207985,2.798015551282359,3.0878939115722583,3.051135026631993,3.217194533488922,2.847421287247678
ENSG00000185641,2.7470309561500894,3.0380856566550207,2.7486690645314904,2.9513110441256023,2.7704351028600565,3.158381308575481,3.34990143642046,3.1520679205457416,3.0353938340617344,2.99700511287013,3.1252667508030485
ENSG00000108602,0.941523565180066,1.003353929942884,0.8455493091481976,1.125127215985958,0.9149129498848552,1.16597993121885,0.7924438980735731,0.2551894524726437,0.6883650555671055,0.7212343771767209,0.5006118575280543
ENSG00000167526,3.278783010268672,3.058571627792796,3.2422506325320066,3.054549504457584,3.180009912578878,3.158381308575481,3.0562249865807183,2.9456897629806336,2.986626595620599,3.2029772884870598,3.004049870045528
ENSG00000189159,3.4415425904847914,3.4551045770369906,2.8687912206897366,2.744977330018373,3.115754311962855,3.100409070506912,2.6168316462236088,3.188684211030504,2.7210699427814067,3.2721245046259235,2.971302036390089
ENSG00000087086,2.6035099057532824,2.309453831212128,2.0342198732465477,1.8005386372474168,1.8063683902457304,2.412488600473205,1.9941745167476823,1.918997297292776,1.7837765086213295,2.0404600276228955,2.097653932290461
ENSG00000158710,2.957267985910577,2.806188290740361,2.4539366213874554,3.1481201014912794,2.9263491519010416,2.5930709540492063,2.5716865254970958,2.5809481725109182,2.7636033957577584,2.737302583119265,2.769069933789831
ENSG00000089157,3.196968414084671,3.2262008058153255,3.16113518340774,3.1979036636186624,3.1419540526407754,3.0803133042792856,3.176676627062117,3.246880824083189,3.0031480051672945,3.0650142434610053,3.233365877996701
