,E18,E19,E20,E22,E23,E24,F18,F19,F20,F21,F22,F23,F24
ENSG00000182718,3.8888362730545123,3.7088889371377864,3.6124028595746434,3.63410723586993,3.9131152551748705,3.8486905359846024,3.778571564201113,3.791792468044346,3.7542830319625926,3.7549215630946984,3.8328658552868555,3.895940729565231,3.760554654659876
ENSG00000172757,3.8827336473255474,3.895673374055753,3.89331533917338,3.842281484557539,3.817855827531206,3.8970558904781765,3.991166522126806,3.717585646205611,3.729565485682635,3.881749104215526,3.847150873772616,3.935412033848193,3.8676990392007196
ENSG00000105974,3.8579437627907485,3.925644270101395,3.9085059738644956,3.816017591408337,3.9575449507854596,3.7021912828618455,3.836105192612385,3.79970776547188,3.942854879740857,3.8203446406714043,3.7887440360578184,3.935412033848193,3.9893096262503236
ENSG00000125148,3.543477005487614,3.5063274008385226,3.3858647310903383,3.542229933586476,3.6212668867042908,3.563977088999739,3.5462950403436855,3.5603465958361915,3.4075940196578327,3.643797736427734,3.7105848866193183,3.7672183922532,3.5432119532160247
ENSG00000142937,3.9536164535796012,3.9661494571312876,3.7626908139444275,3.9698744524962586,3.93239875995133,3.8731655856758076,3.933686797199659,3.979610857406786,3.932694080342044,3.970350056467424,3.9921323782278506,4.015936471114369,4.067927281307268
ENSG00000070756,3.9009309220843504,3.826394036190453,3.72718284356956,3.718248851870635,3.696567001429517,3.804362622699847,3.8636765154930526,3.946126699938332,3.766416408508887,3.5742741453330162,3.7887440360578184,3.6015910104808024,3.69688172344666
ENSG00000067225,3.7380913126234887,3.6638839297420125,3.8463077988778327,3.6884646027309484,3.5585100286194162,3.6200186894520257,3.606688488492731,3.7429380526911475,3.824968596988491,3.692941557253962,3.7267130718900248,3.696058384622263,3.449514764091516
ENSG00000156482,3.4250109676815272,3.3719501142468733,3.333676208402303,3.4115801695756227,3.5398315474040802,3.2240069735708663,3.62986030781702,3.1885549946972427,3.536976719273572,3.4187954328998584,3.292888465765675,3.3694656523506383,3.3615632815534764
ENSG00000069275,3.6873058709433675,3.6715268311859313,3.7969810829181014,3.7471715969238497,3.5858894472063167,3.7847464453779955,3.778571564201113,3.815352848319533,3.7042214646876648,3.7624057764759837,3.625794968623518,3.744056502380851,3.421048520603738
ENSG00000133112,3.5605183604560904,3.450932543705624,3.632471241524092,3.6499417385970085,3.720457634431335,3.5557084721289165,3.6746528050617,3.823084548686665,3.7542830319625926,3.6009151088364795,3.7267130718900248,3.536469227849963,3.750220076707097
ENSG00000140988,3.6259201553674294,3.6327144372142066,3.2203409870036714,3.703467610889443,3.612539167576667,3.6200186894520257,3.5462950403436855,3.52983729578995,3.7784043293347143,3.546903969670419,3.571240549370207,3.6015910104808024,3.685863955096042
ENSG00000135446,3.8827336473255474,4.052999675022748,4.008831621571383,4.019937990380887,3.9575449507854596,3.9764446922167944,3.8267431958262916,3.904407142383097,3.932694080342044,4.023423793473278,4.150647331721949,4.06811347877776,4.021502093587322
ENSG00000197756,3.6798355901934428,3.7449052470010256,3.549661850151791,3.6260949567195127,3.728296004309561,3.8172295094690725,3.5708918069231728,3.6738487966874804,3.5814823679156116,3.881749104215526,3.7735932870389144,3.51705658918228,3.6747234418961767
ENSG00000074800,3.819567147882168,3.5923346004109957,3.5055350653844397,3.542229933586476,3.5585100286194162,3.6506865564245343,3.663641369754456,3.717585646205611,3.7042214646876648,3.716636503526655,3.607938818056691,3.789855931034902,3.5684456187142604
ENSG00000106211,3.4722499806758154,3.5673001240663815,3.5919234754462894,3.272778446578706,3.4303547003229076,3.5473709147947976,3.45510457703699,3.420842487189952,3.5814823679156116,3.4292541164075203,3.0416064847720374,3.3694656523506383,3.4353829298051526
ENSG00000071082,3.6873058709433675,3.8584807718722822,3.6714387539664624,3.795856851150022,3.720457634431335,3.6200186894520257,3.7586338251874345,3.5703129623917156,3.7784043293347143,3.769834392254069,3.8328658552868555,3.7042197698193706,3.707779422274665
ENSG00000148303,3.641623453139475,3.532915048268684,3.27861334816251,3.6260949567195127,3.6212668867042908,3.5557084721289165,3.6412479292244933,3.599629600084873,3.729565485682635,3.609640010452068,3.5331440419252274,3.5555121811575434,3.5303522559683933
ENSG00000146731,3.9305426422010883,3.8647763964459454,3.9527405552243544,3.8292357595152775,3.7815088594280875,3.8172295094690725,4.045521144779108,3.9324126663429873,3.7784043293347143,3.945826281430898,4.04004309352109,3.960886429405975,3.739777578976961
ENSG00000083845,3.3124919819162697,3.4023042217470345,3.2203409870036714,3.391440347528952,3.3982932054399018,3.450753701265767,3.5337659973824653,3.498367806842724,3.50616632819951,3.6009151088364795,3.1325655663385645,3.248879753583164,3.3461221547912308
ENSG00000255823,3.4441751770362368,3.479013497013754,4.124595442842898,3.6959942428280415,3.4408174326445105,3.4958307800648254,3.1913027505751574,3.420842487189952,3.2982319520185785,3.546903969670419,3.7267130718900248,3.68782984274949,3.5432119532160247
ENSG00000164587,3.568931357940649,3.4220402113049877,3.4827193291538934,3.401560959249437,3.342461554941309,3.5883804672336534,3.6746528050617,3.349245581724464,3.536976719273572,3.3536365591285824,3.6775265383436344,3.4668093549689423,3.5303522559683933
ENSG00000019582,1.6971643667905076,1.702868827594276,1.7059969450600094,1.1363507512358095,0.9648240648746302,1.0095029856856306,1.150340221125571,0.5333581379636471,1.1266098683346484,0.8259399851384969,1.4639825367691799,1.1972714076684876,1.1659799312188501
ENSG00000163191,3.3124919819162697,3.3719501142468733,3.5055350653844397,3.213805423558604,3.461420109090362,3.4131693851475857,3.4686520560857135,3.2853981606873472,3.4580942450276715,3.3309380250523106,3.2159365099761072,3.2866063638574197,3.5041258533158515
ENSG00000181019,2.0200969749905093,1.9439413074674305,1.8338635979715134,2.034487765763934,2.515296929334675,2.0008764064512543,2.219770365788991,1.7192257759980352,2.6035099057532824,2.004197054157182,2.2659387583514485,2.151007941877523,1.6897511091439459
ENSG00000125691,3.6179750552407923,3.8647763964459454,3.632471241524092,3.6016655846528587,3.728296004309561,3.627774279555837,3.7175246576402694,3.5603465958361915,3.6913044424321604,3.7088004062825197,3.6941923130602965,3.6194440209216925,3.707779422274665
ENSG00000182899,3.6259201553674294,3.4317640362326447,3.2203409870036714,3.6499417385970085,3.5585100286194162,3.450753701265767,3.3990011558651987,3.5089680547139888,3.4903976822288083,3.609640010452068,3.58975801963315,3.610557356419876,3.6288771810124265
ENSG00000096384,3.4629790148839787,3.7015273562007445,3.459370856685135,3.4115801695756227,3.481606869821685,3.4599331389358015,3.727961466231264,3.4436125819222307,3.729565485682635,3.3867466120103615,3.3870654724723357,3.4139031408511724,3.4353829298051526
ENSG00000142676,3.6179750552407923,3.895673374055753,3.5710159018082273,3.6499417385970085,3.511142912902674,3.6656748578350546,3.6963184632261408,3.580180979861921,3.6240913753489816,3.8412345541090303,3.625794968623518,3.610557356419876,3.4065056442401165
ENSG00000122406,3.7020810731701057,3.8647763964459454,3.7450944224732448,3.718248851870635,3.788884709923178,3.612202479723166,3.798119547957965,3.823084548686665,3.801957467557357,3.806171585755027,3.7267130718900248,3.744056502380851,3.739777578976961
ENSG00000198744,3.6798355901934428,3.6005420643478674,3.2499015660510517,3.5156347668522416,3.6470021062698175,3.627774279555837,3.3844693113733473,3.7676635749401437,3.536976719273572,3.626864710130795,3.473131556662741,3.628252407734491,3.685863955096042
ENSG00000167553,3.723842444404341,3.737805011976367,3.459370856685135,3.63410723586993,3.3651696250653904,3.8172295094690725,3.7686523830509127,3.6281111950752183,3.729565485682635,3.7088004062825197,3.643337862459491,3.671166803465349,3.739777578976961
ENSG00000247627,3.9009309220843504,3.765908392331971,3.7626908139444275,3.7400189561919364,3.824969336004284,3.744320541664844,3.606688488492731,3.79970776547188,3.6240913753489816,3.813283222438765,3.51353733909788,3.847831040716391,3.739777578976961
ENSG00000109475,3.633802628131862,3.6941111802357094,3.36011088635429,3.5681360824146777,3.6037346042007754,3.658208788014345,3.6963184632261408,3.6466580131390667,3.6240913753489816,3.643797736427734,3.58975801963315,3.4668093549689423,3.750220076707097
ENSG00000196230,3.4629790148839787,3.351189775124062,3.36011088635429,3.370886561611806,3.5303598243010437,3.343793376493151,3.4686520560857135,3.4436125819222307,3.4247123613364256,3.4187954328998584,3.16113518340774,3.3694656523506383,3.298314493457464
ENSG00000196262,3.375429308872885,3.274934162630076,2.9458848767833326,3.3284664791049767,3.233365877996701,3.2123708036038834,3.259921943519341,3.2853981606873472,3.317309837609919,3.084907033788735,3.242250632532006,3.445981538560201,3.139428209745287
ENSG00000234745,2.2942398221715004,1.702868827594276,2.22598483706381,1.9941745167476825,2.541219756184696,2.0765557573408437,2.011938996067112,1.892686750134907,1.8266356568565487,1.8651823925452584,1.943286174321888,1.4589704497012015,1.8408287081892383
ENSG00000142871,3.7380913126234887,3.75895624358652,3.862223769258099,3.782186948565181,3.88012598992025,3.8970558904781765,3.8267431958262916,3.9114823949621673,3.8802812352669007,3.7624057764759837,3.625794968623518,3.759557216137181,3.707779422274665
ENSG00000249072,3.568931357940649,3.6638839297420125,3.549661850151791,3.469674639363837,3.520797529102052,3.7847464453779955,3.259921943519341,3.498367806842724,3.2982319520185785,3.784528092766647,3.8751229259797504,3.5268100140939773,3.4634496693739636
ENSG00000108298,3.508497520206532,3.5588140623298345,3.4827193291538934,3.6260949567195127,3.6470021062698175,3.4958307800648254,3.441371040302373,3.664867101057474,3.35440724914545,3.609640010452068,3.51353733909788,3.49725962693162,3.5684456187142604
ENSG00000087460,3.2099717186153374,3.115754311962855,2.6224540728668497,3.176676627062117,3.066493878568555,3.126890325272236,3.324133381347868,3.311428316571769,3.1754243532599418,3.2218913045525124,3.292888465765675,3.051135026631993,3.0174830441749068
ENSG00000154978,3.7309922570799143,3.90173984457484,3.708944579669765,3.703467610889443,3.7590491608511134,3.744320541664844,3.7175246576402694,3.7676635749401437,3.8585219238931128,3.7473809136182807,4.004326967218013,3.4668093549689423,3.8950322556813965
ENSG00000213741,3.323260475153203,3.412220904396315,3.092499296769928,3.317574204953684,3.2586586466681475,3.2355092990309435,3.45510457703699,3.476824140550603,3.536976719273572,3.3867466120103615,3.4310241502877807,3.4029775212117954,3.5432119532160247
ENSG00000034510,3.301606264762686,3.308329592428281,3.27861334816251,3.1381159481405287,3.3873734675906846,3.4035483665237973,3.324133381347868,3.4322923428078074,3.4075940196578327,3.4187954328998584,3.3172771823234894,3.477062815851884,3.176981858978544
ENSG00000136810,3.14812010149128,2.9579269007463145,2.8198333733461753,2.9354312334490333,3.0200302159305794,3.005019229063561,3.1733861331727025,3.0650142434610053,3.336030560756962,3.024388109665253,3.103155660693246,3.1826557359114025,3.139428209745287
ENSG00000167658,3.054549504457584,3.1548009296526702,3.021876657129415,2.9670248962424384,2.937445367737033,3.1140597504498424,3.0983259662941856,2.9049239769000628,3.278783010268672,3.0398646532680558,3.3410852232234878,3.0818930076693496,3.0803133042792856
ENSG00000072110,3.4054723035936125,2.9422626654230575,3.126024274179163,2.902806755359891,3.1108941856294763,3.312521252148062,3.5708918069231728,2.9792547324682395,3.2589482918339705,3.008668272382829,3.2678900386788565,2.80440132114647,2.995630651354313
ENSG00000170315,3.1856881898011564,3.308329592428281,2.7740195691933027,3.124924728344384,3.1108941856294763,3.2123708036038834,3.427446264094551,3.217194533488922,3.35440724914545,3.0994813220041806,3.5523737026628885,3.248879753583164,3.3145056656739555
ENSG00000244052,3.4722499806758154,3.5840592161719917,3.3858647310903383,3.5766244420095377,3.6212668867042908,3.5883804672336534,3.62986030781702,3.5703129623917156,3.7042214646876648,3.626864710130795,3.4522994663129807,3.610557356419876,3.3145056656739555
ENSG00000008988,3.3124919819162697,3.10239245311238,3.126024274179163,3.056224986580718,3.342461554941309,3.2581244901428543,3.292542962509635,3.1131480423179405,3.1534059069360643,3.0994813220041806,3.2159365099761072,3.334791681399399,3.195242737378209
ENSG00000143947,3.4722499806758154,3.5923346004109957,3.2203409870036714,3.4214999903083094,3.5013941756484557,3.4958307800648254,3.45510457703699,3.5089680547139888,3.372452319731047,3.1959546264749363,3.4522994663129807,3.50720709722126,3.477193058770461
ENSG00000214182,3.375429308872885,3.488201275834205,3.5055350653844397,3.5681360824146777,3.3873734675906846,3.333477615202958,3.3395620719248647,3.4436125819222307,3.336030560756962,3.470028167309461,3.3410852232234878,3.3580407300977555,3.298314493457464
ENSG00000112306,3.4054723035936125,3.469740519522209,3.6124028595746434,3.22588153781032,3.342461554941309,3.4958307800648254,3.45510457703699,3.5194571149169556,3.4247123613364256,3.375831284328072,3.571240549370207,3.564899374147163,3.421048520603738
ENSG00000145592,3.323260475153203,3.2635498341249214,3.05781129208538,3.4115801695756227,3.3538800456745883,3.44148922026717,3.276365463477118,3.349245581724464,3.35440724914545,3.3867466120103615,3.3410852232234878,3.4247106802637965,3.3615632815534764
ENSG00000244398,3.4250109676815272,3.469740519522209,3.4827193291538934,3.5066101760295796,3.5398315474040802,3.4690290803971795,3.558669046842891,3.258672285781302,3.7042214646876648,3.5652337348763834,3.4310241502877807,3.4668093549689423,3.6405372986131304
ENSG00000174748,3.26821953249389,3.308329592428281,3.126024274179163,3.34990143642046,3.2954373223452595,3.343793376493151,3.308462911062345,3.24503663436586,3.2387121824417537,3.3077122773900616,3.4935385124059306,3.3580407300977555,3.139428209745287
ENSG00000198363,3.279472751475723,3.4023042217470345,3.6714387539664624,3.0980084994333645,3.4303547003229076,3.2123708036038834,3.45510457703699,3.498367806842724,3.4415425904847914,3.319392579124974,3.4935385124059306,3.0969243523687617,3.158381308575481
ENSG00000136942,3.221895870564856,3.180009912578878,3.021876657129415,3.4115801695756227,3.491549464120631,3.44148922026717,3.3990011558651987,3.599629600084873,3.4903976822288083,3.439604547060274,3.607938818056691,3.1962560401995876,3.3917481475888795
ENSG00000204628,3.279472751475723,3.1923800311031436,2.9056076788892424,3.2841669109641747,3.3763331713900055,3.2468808240831892,3.292542962509635,3.3367980577949767,3.317309837609919,3.4082262081978527,3.3172771823234894,3.3580407300977555,3.195242737378209
ENSG00000256618,3.481435784589426,3.5840592161719917,3.126024274179163,3.5595750532860038,3.3873734675906846,3.312521252148062,2.9516679263095917,3.097359478792524,3.107858931243811,3.319392579124974,3.40928633760387,3.5741992666162847,3.248106001358746
ENSG00000224631,3.4250109676815272,3.4973054073250993,3.27861334816251,3.4214999903083094,3.5013941756484557,3.3641110403750822,3.4686520560857135,3.420842487189952,3.336030560756962,3.5282319407977094,3.4935385124059306,3.50720709722126,3.4065056442401165
ENSG00000143933,3.1856881898011564,3.3719501142468733,3.2499015660510517,3.176676627062117,3.451171828713643,3.312521252148062,3.369723174486745,3.217194533488922,3.372452319731047,3.2718297837593577,3.242250632532006,3.1548873191715963,3.298314493457464
ENSG00000225972,3.508497520206532,3.4603807484564926,3.36011088635429,3.4410492160855446,3.549214398085362,3.538963257728348,3.292542962509635,3.5194571149169556,3.372452319731047,3.3647954961928472,3.4522994663129807,3.391931212592222,3.4065056442401165
ENSG00000134419,3.1352770853604484,3.0888496342996827,2.9056076788892424,3.0842737366048203,3.1108941856294763,3.005019229063561,3.1733861331727025,3.081317632207388,3.278783010268672,3.1959546264749363,3.16113518340774,3.0666322691641046,3.038868104067367
ENSG00000130255,3.122266977882844,3.0327661984684884,3.1584616894234565,3.1639875668184207,3.0815140923997784,3.0193174627837394,3.276365463477118,3.1286911967436826,3.2180581002247695,3.0551053194005537,3.072854535637623,3.0666322691641046,3.0803133042792856
ENSG00000185650,3.197903663618662,3.10239245311238,3.333676208402303,3.401560959249437,3.1394356688230207,3.3230543288150716,3.427446264094551,3.159070988135442,3.4075940196578327,2.8548217519374304,3.3870654724723357,3.0031480051672945,2.7459774913169404
ENSG00000125968,1.9379638552814695,2.238656981148861,2.303958745360785,2.1105437308877364,2.5664875350247596,1.9189972972927762,2.6663569225350594,2.0404600276228955,2.6035099057532824,2.087179884903007,2.562123253042189,1.9841557103525667,2.7172096215196877
ENSG00000228236,2.8534564738119985,2.7322194898685526,2.7260056620491335,2.7604941030179084,2.9545169794721606,2.7242253507570835,3.1733861331727025,2.7373025831192646,3.1754243532599418,2.797788553311294,2.83033174590855,2.935358639584429,2.995630651354313
ENSG00000187514,3.3124919819162697,3.2861903456812476,3.459370856685135,3.3284664791049767,3.220475480348595,3.312521252148062,3.226200805815325,3.1739216508110313,2.983994467998088,3.319392579124974,3.2678900386788565,3.126325740183723,3.3767696010149355
ENSG00000244313,3.3339142422741235,3.274934162630076,3.1584616894234565,3.0842737366048203,3.283327440793719,3.3230543288150716,3.4133248470930293,3.048440642775396,3.35440724914545,3.1693272838354574,3.3410852232234878,3.1826557359114025,3.0803133042792856
ENSG00000177600,3.0261241264936527,3.1674848556149935,2.56635820688419,3.391440347528952,3.194185226439923,3.2240069735708663,3.308462911062345,3.349245581724464,3.0353954882059933,3.2471722432323378,3.40928633760387,3.3229612699875353,3.100409070506912
ENSG00000172809,3.2336795109506355,3.1923800311031436,3.1584616894234565,3.1511354227277844,3.1807762814228493,3.2240069735708663,3.243203507324315,3.4322923428078074,3.4247123613364256,3.319392579124974,3.242250632532006,3.2096738553438056,3.248106001358746
ENSG00000233762,2.8361742607509437,2.9422626654230575,2.6224540728668497,3.056224986580718,3.125266750803049,2.9456897629806336,2.8061882907403612,2.96118357354665,3.0601380185832467,2.9764672521070947,2.9058261812672916,2.917668111740643,2.950438904431433
ENSG00000166913,3.434638980021397,3.4317640362326447,3.6521447941156624,3.497503399714092,3.4197813407505073,3.3230543288150716,3.226200805815325,3.2853981606873472,3.5668661350832873,3.3309380250523106,3.292888465765675,3.1688679100659587,3.477193058770461
ENSG00000132507,3.4995580661936585,3.3922882126924128,3.459370856685135,3.4115801695756227,3.194185226439923,3.4780430309319543,3.62986030781702,3.4322923428078074,3.595888040390403,3.234611662497573,3.4522994663129807,3.3580407300977555,3.2651238072326954
ENSG00000122566,3.2906007434205766,2.9263491519010416,3.306523720236543,3.0980084994333645,2.9545169794721606,3.04731485136614,3.243203507324315,3.159070988135442,3.107858931243811,3.008668272382829,3.2678900386788565,3.0194008881689447,3.230793568631982
ENSG00000198034,3.2336795109506355,3.2973212360843536,2.984602437172058,3.3065619814459613,3.3873734675906846,3.312521252148062,3.1913027505751574,3.5089680547139888,3.4580942450276715,3.1959546264749363,3.16113518340774,3.248879753583164,3.2131761273866393
ENSG00000102144,3.4441751770362368,3.308329592428281,3.126024274179163,3.317574204953684,3.3538800456745883,3.374117137474282,3.324133381347868,3.498367806842724,3.6515210520733214,3.4995534542003512,3.4522994663129807,3.4668093549689423,3.248106001358746
ENSG00000144381,3.481435784589426,3.2861903456812476,3.092499296769928,2.95135282959799,3.330911174850455,3.126890325272236,3.3395620719248647,3.2853981606873472,3.372452319731047,3.2471722432323378,3.0093504097693695,3.2866063638574197,3.176981858978544
